id,name,category_code,Operating,Acquired,IPO,Closed,Closed_date,country_code,region,first_funding_date,last_funding_date,funding_rounds,funding_total_usd,emp_engineering_degrees,emp_cs_degrees,emp_business_degrees,emp_matphy_degrees,emp_law_degrees,emp_social_degrees,emp_top_uni_degrees,emp_top_business_degrees,f_engineering_degrees,f_cs_degrees,f_business_degrees,f_matphy_degrees,f_law_degrees,f_social_degrees,f_top_uni_degrees,f_top_business_degrees,emp_big_5_people,emp_mbb_people,emp_industry_people,emp_successful_startup_people,emp_failed_startup_people,emp_succesful_founders,emp_failed_founders,f_big_5_people,f_mbb_people,f_industry_people,f_successful_startup_people,f_failed_startup_people,f_succesful_founders,f_failed_founders,founded_date
3960,Teambox,web,1,0,0,0,,USA,SF Bay,2010,2013,3,6750000,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
3961,flexjex,public_relations,1,0,0,0,,GBR,London,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3962,Bling Nation,enterprise,0,0,0,1,2011,USA,SF Bay,2009,2009,2,28000000,2,0,7,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,1,0,2007
3963,Cogniance,software,1,0,0,0,,GBR,SF Bay,,,0,0,3,1,3,1,0,0,3,2,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2008
3964,Revetto,web,0,0,0,1,2009,USA,Zeeland,2009,2009,1,20000,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,2009
3965,PharmaCadence Analytical Services,biotech,1,0,0,0,,USA,Pittsburg,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
3966,Moonfruit,design,0,1,0,0,,GBR,London,2010,2011,3,2250000,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,2000
3967,famebook,web,1,0,0,0,,USA,California - Other,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
3968,AppStream,software,0,1,0,0,,USA,SF Bay,,,0,0,3,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,1,1999
3969,BzzAgent,advertising,0,1,0,0,,USA,Boston,2004,2006,2,14500000,0,1,4,1,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2001
3970,PacketVideo,software,0,1,0,0,,USA,San Diego,2009,2009,1,45500000,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1998
3971,Silicon Laboratories,hardware,0,0,1,0,,USA,Huntsville,,,0,0,16,2,1,1,0,0,8,1,0,1,0,0,0,0,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,1996
3972,Avenda Systems,security,0,1,0,0,,USA,SF Bay,2008,2008,1,5000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
3973,Homesnap,analytics,1,0,0,0,,USA,Washington DC,2009,2012,2,5500000,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008
3974,Savara Pharmaceuticals,biotech,1,0,0,0,,USA,Austin,2009,2013,5,30076506,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,2007
3975,Goodman Networks,mobile,1,0,0,0,,USA,Dallas,2009,2011,4,301000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
3976,GreenBytes,enterprise,1,0,0,0,,USA,Providence,2009,2013,6,35000002,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2007
3977,Culture Jam,web,1,0,0,0,,USA,Los Angeles,2008,2012,2,1700000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
3978,Inq Mobile,software,1,0,0,0,,GBR,United Kingdom - Other,,,0,0,1,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2008
3979,Root LeadROI,software,0,1,0,0,,USA,Los Angeles,,,0,0,,,,,,,,,0,1,1,0,0,0,2,0,,,,,,,,0,0,0,0,0,0,0,2004
3980,Tiverias Apps,software,1,0,0,0,,USA,Boston,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
3981,Designer Pages Online,other,1,0,0,0,,USA,New York,2006,2006,1,350000,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
3982,TxTedge,mobile,1,0,0,0,,USA,Port Jefferson Station,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2007
3983,Collective Core,other,1,0,0,0,,USA,Atlanta,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
3984,Bivio Networks,network_hosting,1,0,0,0,,USA,SF Bay,2000,2008,6,40800000,2,4,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,2000
3985,"Famigo, Inc.",mobile,1,0,0,0,,USA,Austin,2009,2012,2,1020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
3986,TZero Technologies,semiconductor,0,1,0,0,,USA,SF Bay,,,0,0,3,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2003
3987,Bakbone Software,security,0,1,0,0,,USA,United States - Other,,,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2002
3988,Airespace,network_hosting,0,1,0,0,,USA,SF Bay,,,0,0,1,3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2001
3989,Film Annex,games_video,1,0,0,0,,USA,New York,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
3990,TerraGo Technologies,software,1,0,0,0,,USA,Atlanta,2007,2013,7,24843426,4,2,6,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,1,0,0,0,2005
3991,ColdSpark,software,0,1,0,0,,USA,Denver,2006,2006,1,6500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2001
3992,Crocus Technology,cleantech,1,0,0,0,,USA,SF Bay,2006,2013,3,76613550,9,2,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2004
3993,Antix Labs,games_video,1,0,0,0,,GBR,Berkshire,2009,2009,1,3000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008
3994,Nethra Imaging,semiconductor,0,0,0,1,2012,USA,SF Bay,2006,2006,1,14000000,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,0,0,1,0,0,0,0,2003
3995,Aspera,software,1,0,0,0,,USA,SF Bay,,,0,0,4,1,2,1,0,0,3,0,2,2,0,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2004
3996,Continuity Engine,software,1,0,0,0,,USA,New Haven,2009,2013,6,7291458,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
3997,pTracker,mobile,1,0,0,0,,USA,Austin,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
3998,Translucent,hardware,0,1,0,0,,USA,SF Bay,,,0,0,4,1,0,2,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2001
3999,smartFOCUS,software,1,0,0,0,,GBR,London,2012,2012,1,30000000,0,1,2,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1999
4000,Superkix,search,1,0,0,0,,USA,Miami,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2008
4001,PaymentOne,ecommerce,1,0,0,0,,USA,SF Bay,2009,2009,1,7000000,1,4,3,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2000
4002,Skywire Software,software,0,1,0,0,,USA,Dallas,,,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2000
4003,Evolve IP,network_hosting,1,0,0,0,,USA,Philadelphia,2008,2010,2,24300000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
4004,LogicLibrary,software,0,1,0,0,,USA,Pittsburg,,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2000
4005,SOA Software,software,1,0,0,0,,USA,Los Angeles,2006,2006,1,11000000,3,3,6,1,2,0,7,4,0,1,0,0,0,0,1,0,0,0,10,6,1,1,0,0,0,2,0,0,1,0,1998
4006,SheKnows,news,1,0,0,0,,USA,Phoenix,,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003
4007,Host.net,network_hosting,1,0,0,0,,USA,Palm Beach,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
4008,Bump Technologies,mobile,0,1,0,0,,USA,SF Bay,2009,2011,3,19900000,1,1,1,0,0,0,2,1,2,1,1,0,0,0,4,2,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2008
4009,Lift Media,ecommerce,0,1,0,0,,USA,SF Bay,,,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
4010,Flatterline,software,1,0,0,0,,USA,Phoenix,,,0,0,,,,,,,,,0,2,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
4011,Business and Technology Strategies,consulting,1,0,0,0,,USA,Orlando,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2007
4012,Fictionaut,games_video,1,0,0,0,,USA,New York,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
4013,Conversition,web,1,0,0,0,,USA,New York,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
4014,phinditt,advertising,1,0,0,0,,USA,Connecticut - Other,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
4015,Fotothing,web,1,0,0,0,,GBR,London,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2004
4016,Crowdeye,search,1,0,0,0,,USA,Seattle,,,0,0,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,2008
4017,RecordSetter,web,1,0,0,0,,USA,Las Vegas,2009,2011,2,1000000,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2008
4018,citysocializer,social,1,0,0,0,,GBR,London,2009,2010,2,1940000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007
4019,Aqwise,cleantech,1,0,0,0,,ISR,Israel - Other,2008,2012,2,8100000,4,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
4020,Netrake,software,1,0,0,0,,USA,Dallas,,,0,0,,,,,,,,,0,0,1,0,0,0,1,0,,,,,,,,0,0,1,1,0,0,0,2000
4021,Treehouse,education,1,0,0,0,,USA,Orlando,2011,2013,4,19388197,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2011
4022,InternWeb.com,other,1,0,0,0,,USA,Denver,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1999
4023,InstantQ,advertising,1,0,0,0,,USA,SF Bay,2009,2009,1,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
4024,acrossair,mobile,1,0,0,0,,GBR,London,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
4025,MyChances,consulting,0,1,0,0,,USA,Reno,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
4026,DocASAP,web,1,0,0,0,,USA,New York,2013,2013,1,799998,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
4027,Interactive Investor,finance,1,0,0,0,,GBR,Glasgow,2011,2011,1,2880000,2,1,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1995
4028,"TechRestore, Inc.",hardware,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
4029,Accumetrics,biotech,0,1,0,0,,USA,San Diego,2003,2013,9,110640467,2,0,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,1996
4030,Photo Paper Direct,ecommerce,1,0,0,0,,GBR,London,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2003
4031,Binfire,software,1,0,0,0,,USA,Bocat Raton,2008,2010,2,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
4032,Seven Seas Water,cleantech,1,0,0,0,,USA,Tampa,2008,2008,1,20000000,6,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
4033,Streampad,web,1,0,0,0,,USA,New York,,,0,0,,,,,,,,,0,0,0,0,0,1,2,0,,,,,,,,1,0,1,1,0,0,0,2005
4034,SEOMIC,software,1,0,0,0,,USA,Charlotte,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
4035,Flee From Reality,mobile,1,0,0,0,,USA,Los Angeles,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2006
4036,Meridix,public_relations,1,0,0,0,,USA,Chicago,,,0,0,,,,,,,,,0,1,1,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,2003
4037,Aptana,software,0,1,0,0,,USA,SF Bay,2009,2009,1,7800000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,2007
4038,Mingle,mobile,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2011
4039,"Enkari, Ltd.",enterprise,1,0,0,0,,USA,Copley,2009,2009,1,25000,,,,,,,,,0,0,0,0,0,2,0,0,,,,,,,,0,0,1,1,0,1,0,2009
4040,MonsterPreps,network_hosting,1,0,0,0,,USA,San Diego,,,0,0,,,,,,,,,0,2,0,0,0,0,2,0,,,,,,,,0,0,0,0,0,0,0,2009
4041,Benvenue Medical,medical,1,0,0,0,,USA,SF Bay,2008,2012,4,75850000,1,0,4,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2004
4042,Vaxart,biotech,1,0,0,0,,USA,SF Bay,2007,2013,5,52668419,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
4043,iBidCondo.com,ecommerce,1,0,0,0,,USA,San Diego,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
4044,Kovio,semiconductor,1,0,0,0,,USA,SF Bay,2005,2013,6,76500100,6,4,3,3,0,0,6,3,0,0,0,2,0,0,2,0,1,0,5,6,2,1,0,0,0,0,0,0,0,0,2001
4045,Cartwheel,consulting,1,0,0,0,,USA,New York,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2003
4046,shopkick,mobile,1,0,0,0,,USA,SF Bay,2009,2010,3,20000000,3,1,3,0,0,0,8,2,0,0,0,0,0,0,0,0,1,1,4,5,1,1,0,0,0,0,2,0,0,0,2009
4047,Pulse2,web,1,0,0,0,,USA,Detroit,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2006
4048,findababysitter.com,web,1,0,0,0,,GBR,London,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2006
4049,TriReme Medical,medical,1,0,0,0,,USA,SF Bay,2007,2012,3,50500000,3,0,5,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,2005
4050,SolarBridge Technologies,cleantech,1,0,0,0,,USA,Austin,2007,2012,6,63050000,7,0,4,0,0,0,5,3,6,0,1,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,2004
4051,AngioScore,biotech,1,0,0,0,,USA,SF Bay,2007,2011,2,42000000,2,0,8,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2003
4052,content AI studios,mobile,1,0,0,0,,USA,Portland,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
4053,415 Ventures,web,1,0,0,0,,USA,Washington DC,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2007
4054,Arkadium,games_video,1,0,0,0,,USA,New York,2002,2013,2,5025000,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2001
4055,Mediaite,web,1,0,0,0,,USA,New York - Other,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,2009
4056,Pinnacle Cart,ecommerce,1,0,0,0,,USA,Phoenix,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
4057,Bizmore,web,0,0,0,1,2011,USA,SF Bay,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008
4058,Cramer Development,software,1,0,0,0,,USA,Iowa City,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2000
4059,Plextronics,cleantech,1,0,0,0,,USA,Pittsburg,2007,2013,8,51447500,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2002
4060,BandCentral,software,1,0,0,0,,GBR,London,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
4061,Twibingo,games_video,0,0,0,1,2012,USA,New York,2009,2009,1,50000,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
4062,CloudLock,enterprise,1,0,0,0,,USA,Boston,2008,2012,2,11700000,3,2,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2007
4063,threadsy,messaging,0,1,0,0,,USA,SF Bay,2008,2010,2,6300000,2,2,1,0,0,0,3,2,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,0,1,2008
4064,tweetzi,web,1,0,0,0,,GBR,Cardiff,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
4065,StoryJumper,education,1,0,0,0,,USA,SF Bay,,,0,0,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,2009
4066,Kurtosys,enterprise,1,0,0,0,,GBR,London,2006,2013,6,25700000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002
4067,Teens in Tech Labs,web,1,0,0,0,,USA,SF Bay,,,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,1,1,1,1,0,2008
4068,DefiniteBlue Solutions,advertising,1,0,0,0,,USA,Denver,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
4069,Nujira,hardware,1,0,0,0,,GBR,United Kingdom - Other,2005,2012,3,37750000,4,0,1,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002
4070,Levant Power,automotive,1,0,0,0,,USA,Boston,2012,2012,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009
4071,eMinor,software,0,0,0,1,2012,USA,Raleigh-Durham,2006,2008,2,5000000,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2006
4072,OpenSpan,enterprise,1,0,0,0,,USA,Atlanta,2005,2008,3,31000000,0,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,2005
4073,VOSS Solutions,software,1,0,0,0,,USA,Dallas,2008,2011,3,32000000,0,0,2,0,0,1,0,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003
4074,Infolinks,advertising,1,0,0,0,,USA,SF Bay,2008,2009,2,2500000,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2007
4075,Telrex,software,1,0,0,0,,USA,Phoenix,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
4076,Altimeter Group,consulting,1,0,0,0,,USA,SF Bay,,,0,0,1,0,4,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,4,2,1,1,0,0,0,1,0,0,0,0,2008
4077,One Hour Translation,other,1,0,0,0,,USA,New York,,,0,0,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,0,0,1,1,0,0,1,2008
4078,PropertyADD,software,1,0,0,0,,GBR,London,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2006
4079,StudioPress,web,1,0,0,0,,USA,United States - Other,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
4080,FABLOGUE,web,1,0,0,0,,USA,New York,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
4081,card.ly,web,0,1,0,0,,USA,Amherst,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
4082,DINEROyCREDITO.com,web,1,0,0,0,,USA,New York,,,0,0,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2007
4083,Antenova,hardware,1,0,0,0,,GBR,Stow-cum-Quy,2008,2008,1,6500000,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999
4084,ProspX,software,1,0,0,0,,USA,Austin,2008,2013,3,22747643,3,1,7,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2005
4085,Oversight Systems,software,1,0,0,0,,USA,Atlanta,2008,2012,3,32950000,2,1,3,1,0,0,4,1,2,3,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,2003
4086,YottaMark,software,1,0,0,0,,USA,SF Bay,2008,2012,3,42000000,3,0,3,0,0,0,6,3,1,0,0,0,0,0,1,0,0,0,7,4,1,2,0,0,0,0,0,0,0,0,2005
4087,TextHog,mobile,1,0,0,0,,USA,Chicago,2008,2008,1,50000,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2008
4088,ZappoTV,other,1,0,0,0,,USA,SF Bay,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
4089,Tech Investor News,web,1,0,0,0,,USA,SF Bay,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
4090,Contactual,public_relations,1,0,0,0,,USA,SF Bay,2006,2006,1,9000000,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2000
4091,Litle & Co,enterprise,0,1,0,0,,USA,Boston,,,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,2001
4092,SwoopUp.com,ecommerce,1,0,0,0,,USA,Los Angeles,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2009
4093,Knome,biotech,1,0,0,0,,USA,Boston,2010,2013,3,15800000,1,1,3,1,0,1,10,2,0,1,1,0,0,0,3,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,2007
4094,Pod Digital Design,games_video,1,0,0,0,,USA,Boston,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2002
4095,Correlix,enterprise,0,0,0,1,2013,USA,New York,2005,2012,4,11400000,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2006
4096,Nolio,software,1,0,0,0,,ISR,Israel - Other,2008,2008,1,5000000,1,6,4,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,2009
4097,BullGuard,software,1,0,0,0,,GBR,London,2008,2008,1,5000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2002
4098,Certona,enterprise,1,0,0,0,,USA,San Diego,2008,2008,1,7000000,1,1,3,0,0,1,1,0,2,0,1,2,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,0,0,2004
